CANO_RXN_SMILES
C[S@+](C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)CC[C@@H](C(=O)O)N.NCCCC[C@@H](C(=O)*)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC)C*>>NCCCC[C@@H](C(=O)*)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N(C)C)C*.OC(=O)[C@H](CCSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)N
C[C@@H](c1ccccc1)N.OC(=O)C(=O)C>>CC(=O)c1ccccc1.C[C@@H](C(=O)O)N
CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O>>CCCCCCCCCC/C=C\CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O
CCCCCCCCCCCCCC[C@H](C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O)O>>CCCCCCCCCCCCCCC=O.O=CSCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O
C/C=C/C=C\C[C@H](CC/C=C(/C=C/C(=O)CC(=O)N[C@H](C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OC[C@@H](C(=O)*)N*)O)(C)C)O)Cc1ccc(cc1)O)\C)C>>C/C=C\C=C\C[C@H](CC/C=C(/C=C/C(=C/1\C(=O)N[C@H](C1=O)Cc1ccc(cc1)O)/O)\C)C.SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OC[C@@H](C(=O)*)N*)O)(C)C)O
O[C@@H]1[C@@H](COP(=O)(OP(=O)(OCCc2sc(nc2C)C(=O)O)O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N>>Cc1ncsc1CCOP(=O)(O)O.O=C=O.O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(=O)(O)O
*N[C@H](C(=O)*)CCCNC(=N)N.O[C@H]1C[C@@H](O[C@@H]1COP(=O)(OP(=O)(O[C@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)O)n1cc(C)c(=O)[nH]c1=O>>*N[C@H](C(=O)*)CCCNC(=N)N[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O.O[C@H]1C[C@@H](O[C@@H]1COP(=O)(OP(=O)(O)O)O)n1cc(C)c(=O)[nH]c1=O
OC/C=C/c1cc2c(c(c1)OC)O[C@@H]([C@H]2CO)c1ccc(c(c1)OC)O>>OC/C=C/c1cc([C@@H](Cc2ccc(c(c2)OC)O)CO)c(c(c1)OC)O
CCCCCCCCCCCCCCCCCCC(=O)O.SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O>>CCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O
OC[C@H]1O[C@@H](O[C@H]2[C@@H](O)[C@@H](CO)O[C@H]([C@@H]2O)O[C@@H]2[C@@H](CO)O[C@H]([C@@H]([C@H]2O)O)OC[C@@H]([C@H](O)*)NC(=O)*)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O)NC(=O)C.O[C@@H]1[C@@H](COP(=O)(OP(=O)(O[C@H]2O[C@@H](C)[C@H]([C@H]([C@@H]2O)O)O)O)O)O[C@H]([C@@H]1O)n1cnc2c1nc(N)[nH]c2=O>>OC[C@H]1O[C@@H](O[C@H]2[C@@H](O)[C@@H](CO)O[C@H]([C@@H]2O)O[C@@H]2[C@@H](CO)O[C@H]([C@@H]([C@H]2O)O)OC[C@@H]([C@H](O)*)NC(=O)*)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O[C@@H]1O[C@@H](C)[C@H]([C@H]([C@@H]1O)O)O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O)NC(=O)C.O[C@@H]1[C@@H](COP(=O)(OP(=O)(O)O)O)O[C@H]([C@@H]1O)n1cnc2c1nc(N)[nH]c2=O
CC[C@@H](C(=O)O[C@H]1CCC=C2[C@H]1[C@@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@H](C=C2)C)C>>C[C@H](C(=O)O)CC.O[C@@H]1C[C@@H](CC[C@H]2[C@@H](C)C=CC3=CCC[C@@H]([C@H]23)O)OC(=O)C1
CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](OC(=O)CCCCCCC/C=C\CCCCCCCC)CO.CCCCCCCCCCCCCCCC(=O)O[C@@H](COP(=O)(OCCN)O)COC(=O)CCCCCCC/C=C\CCCCCCCC>>CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC.CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(OCCN)O)O
OC[C@@H](NC(=O)CC[C@@H](C(=O)O)N)C>>C[C@@H](CO)N.OC(=O)CC[C@@H](C(=O)O)N
OCC(=O)[C@@H]([C@@H](COP(=O)(O)O)O)O.O[C@@H]1[C@@H](COP(=O)(OP(=O)(OP(=O)(O)O)O)O)O[C@H]([C@@H]1O)n1ccc(nc1=O)N>>OCC(=O)[C@@H]([C@@H](COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(nc1=O)N)O)O)O)O.OP(=O)(OP(=O)(O)O)O
CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](OC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(OCC[N+](C)(C)C)O.CCCCCCCCCCCCC/C=C/[C@H]([C@@H](NC(=O)C)CO)O>>CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(OCC[N+](C)(C)C)O)O.CCCCCCCCCCCCC/C=C/[C@H]([C@@H](NC(=O)C)COC(=O)CCCCCCC/C=C\CCCCCCCC)O
O=C(NCCSC(=O)/C=C/CCCCCCCCCCC(=O)O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O>>O[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O)CCCCCCCCCCC(=O)O
CCCCCCCCCCCCCCCCOC[C@@H](OC(=O)C)COP(=O)(OCC[N+](C)(C)C)O>>CC(=O)O.CCCCCCCCCCCCCCCCOC[C@H](COP(=O)(OCC[N+](C)(C)C)O)O
OC[C@H]1O[C@@H]([C@@H]([C@@H]1OP(=O)(O[C@H](CNC(=O)CC[C@@]1(C)[C@@H](CC(=O)N)[C@H]2N3C1=C(C)C1=[N+]4[Co-2]53([N+]3=C([C@H]([C@]([C@]23C)(C)CC(=O)N)CCC(=O)N)C(=C2[N+]5=C(C=C4C([C@@H]1CCC(=O)N)(C)C)[C@H]([C@]2(C)CC(=O)N)CCC(=O)N)C)C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)C)O)O)n1cnc2c1cc(C)c(c2)C>>OC[C@H]1O[C@H]2[C@@H]([C@@H]1OP(=O)(O)O[C@H](C)CNC(=O)CC[C@@]1(C3=C(C4=[N+]5[Co-3]67([n+]8cn2c2cc(C)c(cc82)C)(C[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2cnc8c2ncnc8N)N3[C@@H]([C@@]2([N+]7=C(C(=C3[N+]6=C(C=C5C([C@@H]4CCC(=O)N)(C)C)[C@H]([C@]3(C)CC(=O)N)CCC(=O)N)C)[C@H]([C@]2(C)CC(=O)N)CCC(=O)N)C)[C@@H]1CC(=O)N)C)C)O
OC[C@H]1O[C@@H](OC[C@@H]([C@H](O)*)NC(=O)*)[C@@H]([C@H]([C@@H]1O)O)O.OC[C@H]1O[C@H](OP(=O)(OP(=O)(OC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2ccc(=O)[nH]c2=O)O)O)[C@@H]([C@H]([C@H]1O)O)O>>OC[C@H]1O[C@@H](OC[C@@H]([C@H](O)*)NC(=O)*)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O.O[C@@H]1[C@@H](COP(=O)(OP(=O)(O)O)O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O
NCCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCC(=O)N1)CC(C)C)Cc1ccc(cc1)O)CCC(=O)O)CC(=O)N>>NC(=N)NCCC[C@@H](C(=O)O)N.NCCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCC(=O)N1)CC(C)C)Cc1ccc(cc1)O)CCC(=O)O)CC(=O)N
C[S+](C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)CC[C@@H](C(=O)O)N.NCCCC[C@@H](C(=O)*)N*>>CNCCCC[C@@H](C(=O)*)N*.OC(=O)[C@H](CCSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)N
N[C@H](C=O)Cc1c[nH]cn1>>N[C@H](CO)Cc1c[nH]cn1
OC(=O)[C@H](Cc1ccc(c(c1)I)Oc1ccc(c(c1)I)O)N.O[C@@H]1[C@H](OP(=O)(O)O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(=O)(OS(=O)(=O)O)O>>N[C@H](C(=O)O)Cc1ccc(c(c1)I)Oc1ccc(c(c1)I)OS(=O)(=O)O.O[C@@H]1[C@H](OP(=O)(O)O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(=O)(O)O
CCCCCCCC(=O)CC(=O)c1ccccc1NO>>CCCCCCCc1cc(O)c2c([n+]1O)cccc2
CCC[C@H]1CN[C@@H](C1)C(=O)OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)O>>CCC[C@H]1CN[C@@H](C1)C(=O)*.O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(=O)(O)O
O=C(NCCSC(=O)C(=C1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C)C)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O>>O=C(NCCSC(=O)[C@H](C1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C)C)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O
C/C(=C\CC/C(=C/COP(=O)(OP(=O)(O)O)O)/C)/CC/C=C(/CCC=C(C)C)\C>>C=C1C[C@@]23C[C@H]1CC[C@H]3[C@]1([C@H](CC2)C(C)(C)CCC1)C.OP(=O)(OP(=O)(O)O)O
CCCCCCCCCCO>>CCCCCCCCCC=O
CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(OCCNC(=O)CCCCCCCCCCCCCCC)O)O>>CCCCCCCCCCCCCCCC(=O)NCCO.CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)O)O
CC/C=C\C[C@H]1[C@@H](CCCCCC(=O)O)C=CC1=O.SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O>>CC/C=C\C[C@H]1[C@@H](CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]2O[C@H]([C@@H]([C@@H]2OP(=O)(O)O)O)n2cnc3c2ncnc3N)O)O)(C)C)O)C=CC1=O
O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O)C)C)C.O[C@@H]1CC[C@]2([C@@H](C1)C[C@@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)O)C>>O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)C.O[C@@H]1CC[C@]2([C@@H](C1)C[C@@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O)C)C)O)C
CC[C@H](C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O)O>>C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O
NC[C@H](CCN(C(=O)CCC(=O)NC[C@H](CCN(C(=O)CCC(=O)O)O)O)O)O>>O[C@@H]1CNC(=O)CCC(=O)N(O)CC[C@@H](CNC(=O)CCC(=O)N(CC1)O)O
OC(=O)[C@H]1O[C@@H](Oc2ccc3c(c2)CC[C@@H]2[C@@H]3CC[C@]3([C@H]2CC[C@@H]3OS(=O)(=O)O)C)[C@@H]([C@H]([C@@H]1O)O)O.O[C@@H]1[C@H](OP(=O)(O)O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(=O)(OS(=O)(=O)O)O>>O[C@@H]1[C@H](OP(=O)(O)O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(=O)(O)O.O[C@H]1[C@H](Oc2ccc3c(c2)CC[C@@H]2[C@@H]3CC[C@]3([C@H]2CC[C@@H]3OS(=O)(=O)O)C)O[C@@H]([C@H]([C@@H]1OS(=O)(=O)O)O)C(=O)O
OC[C@H]1OC(O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O.O[C@@H]1[C@@H](COP(=O)(OP(=O)(O[C@H]2O[C@@H](C)[C@H]([C@H]([C@@H]2O)O)O)O)O)O[C@H]([C@@H]1O)n1cnc2c1nc(N)[nH]c2=O>>OC[C@H]1OC(O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O[C@@H]1O[C@@H](C)[C@H]([C@H]([C@@H]1O)O)O)O.O[C@@H]1[C@@H](COP(=O)(OP(=O)(O)O)O)O[C@H]([C@@H]1O)n1cnc2c1nc(N)[nH]c2=O
*O[C@@H]1[C@@H](COP(=O)(O)*)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O.C[S+](C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)CC[C@@H](C(=O)O)N>>CO[C@@H]1[C@H](O*)[C@H](O[C@H]1n1ccc(=O)[nH]c1=O)COP(=O)(O)*.OC(=O)[C@H](CCSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)N
CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](OC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(OCC[N+](C)(C)C)O>>CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](COP(=O)(OCC[N+](C)(C)C)O)CO.CCCCCCCCCCCCCCCCCC(=O)O
*N[C@H](C(=O)*)COP(=O)(OCC([C@H](C(=O)NCCC(=O)NCCSC(=O)*)O)(C)C)O.OCC(OC(=O)[2*])COC(=O)[1*]>>SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OC[C@@H](C(=O)*)N*)O)(C)C)O.[2*]C(=O)OC(COC(=O)[3*])COC(=O)[1*]
CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O>>CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)O)(C)C)O.O[C@@H]1[C@H](OP(=O)(O)O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(=O)(O)O
CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O.CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)(OCC[N+](C)(C)C)O)O>>CCCCCCCCCCCCCCCCCCOC[C@@H](OC(=O)CCCCCCCCCCCCCCC)COP(=O)(OCC[N+](C)(C)C)O.SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O
CCCCCCCCCCCCCCCCCCCCCC(=O)OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)O>>CCCCCCCCCCCCCCCCCCCCCC(=O)*.O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(=O)(O)O
CCCCC[C@@H](/C=C/[C@H]1[C@@H]2OO[C@H]([C@@H]1C/C=C\CCCC(=O)OC(CO)CO)C2)O>>CCCCC[C@@H](/C=C/[C@H]1C(=O)C[C@@H]([C@@H]1C/C=C\CCCC(=O)OC(CO)CO)O)O
CCCCCCCCCCCCCCCC(=O)OC[C@@H](OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(OCCN)O.C[S+](C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)CC[C@@H](C(=O)O)N>>CCCCCCCCCCCCCCCC(=O)OC[C@@H](OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(OCCNC)O.OC(=O)[C@H](CCSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)N
OC(=O)CC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2[C@H](O)C[C@H]2[C@]1(C)CCC(=O)C2)C>>O[C@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)O)C
O=C(CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O)NCCSC(=O)/C=C/CCCCCCCCCCCCC(=O)O>>O[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O)CCCCCCCCCCCCC(=O)O
*[C@@H](C(=O)N[C@H](C(=O)O)CCCCN)N*.OC[C@H]1O[C@@H](O*)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O)O*)O[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)CCC(=O)N[C@H](C(=O)N[C@@H](C(=O)O)C)CCC[C@H](C(=O)O)N)C)C)NC(=O)C>>C[C@H](C(=O)O)N.OC[C@H]1O[C@H](O*)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O)O*)O[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)CCC(=O)N[C@H](C(=O)NCCCC[C@H](C(=O)O)NC(=O)[C@H](N*)*)CCC[C@H](C(=O)O)N)C)C)NC(=O)C
CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O[C@@H]1[C@H](O)[C@H](O)[C@H]([C@@H]([C@H]1O)O)O)O>>CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O.CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O[C@@H]1[C@H](O)[C@H](O)[C@H]([C@@H]([C@H]1O)O)O)O)O
O[C@H]1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2OS(=O)(=O)O)C)C>>O=C1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2OS(=O)(=O)O)C)C
CCCCCCCCCCCCCC(=O)NCCO>>CCCCCCCCCCCCCC(=O)O.NCCO
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@H]1O)O)O[C@@H]1O[C@@H](C)[C@H]([C@H]([C@@H]1O)O)O.O[C@@H]1[C@@H](COP(=O)(OP(=O)(O[C@H]2O[C@@H](C)[C@H]([C@H]([C@@H]2O)O)O)O)O)O[C@H]([C@@H]1O)n1cnc2c1nc(N)[nH]c2=O>>OC[C@H]1OC(O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O[C@@H]1O[C@@H](C)[C@H]([C@H]([C@@H]1O)O)O)O)O)O[C@@H]1O[C@@H](C)[C@H]([C@H]([C@@H]1O)O)O)O.O[C@@H]1[C@@H](COP(=O)(OP(=O)(O)O)O)O[C@H]([C@@H]1O)n1cnc2c1nc(N)[nH]c2=O
O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2([C@]1(O)CC[C@@H]2c1[cH-]oc(=O)c1)C)C>>O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2([C@]1(O)CC[C@@H]2[C@@H]1COC(=O)C1)C)C
